"ParamID";"Enable";"ReadRegister";"WriteRegister";"DisplayText";"Scale";"Offset";"TotalBytes";"NumUsedBits";"MinVal";"MaxVal"
"DL_TOT_FUEL_CON";0;254;;"Суммарный расход топлива с канала передачи данных";0,5;0;4;32;0;2105540607,5
"DL_INST_FUEL_CON";0;256;;"Мгновенный расход топлива с канала передачи данных";0,05;0;2;16;0;3212,75
"DL_ATMOS_PRESS";0;257;;"Атмосферное давление с канала передачи данных";0,125;0;2;16;0;8031,875
"DL_FUEL_LEVEL";0;258;;"Уровень топлива с канала передачи данных";0,0078125;-251;2;16;-251;250,99
"DL_NET_BAT_CUR";0;259;;"Полезный ток аккумуляторной батареи с канала передачи данных";1;-125;2;8;-125;125
"MAINT_WKS_REM";0;299;;"Осталось недель до технического обслуживания по регламентному интервалу";1;-125;2;8;-125;125
"ENG_OP_MODE";0;301;;"Режим работы двигателя";1;0;2;8;0;2
"TNS_ACK_EVENTS";0;306;;"Подтвердите все события (для передачи в формате J1939)";1;0;2;2;0;3
"FUEL_CTRL_ENBLD";0;307;;"Разрешение регулирования топлива при автоматическом пуске/остановке";1;0;2;2;0;3
"ECM_LOW_PWR_MODE";0;308;;"ЭБУ в режиме пониженной мощности";1;0;2;2;0;3
"EM_OV_SHTDWN_HRS";0;314;;"Количество часов режима подавления аварийной остановки";0,05;0;4;32;0;210554060,75
"EM_SH_OV_STATE";0;318;;"Активен реж подавл аварийн остнвки";1;0;2;2;0;3
"SYS_EVENT_COUNT";0;334;;"Подсчёт системных событий";1;0;1;8;0;255
"EVT_LAMP_STAT";0;335;;"Состояние индикатора системного события";1;0;2;16;0;65535
"NUM_INST_BLOCKS";0;400;;"Количество типов установленных блоков";1;0;2;16;0;65535
"INST_BLK_500";0;500;;"Тип установленного блока [1]";1;0;2;16;0;65535
"INST_BLK_501";0;501;;"Тип установленного блока [2]";1;0;2;16;0;65535
"INST_BLK_502";0;502;;"Тип установленного блока [3]";1;0;2;16;0;65535
"INST_BLK_503";0;503;;"Тип установленного блока [4]";1;0;2;16;0;65535
"INST_BLK_504";0;504;;"Тип установленного блока [5]";1;0;2;16;0;65535
"INST_BLK_505";0;505;;"Тип установленного блока [6]";1;0;2;16;0;65535
"INST_BLK_506";0;506;;"Тип установленного блока [7]";1;0;2;16;0;65535
"INST_BLK_507";0;507;;"Тип установленного блока [8]";1;0;2;16;0;65535
"INST_BLK_508";0;508;;"Тип установленного блока [9]";1;0;2;16;0;65535
"INST_BLK_509";0;509;;"Тип установленного блока [10]";1;0;2;16;0;65535
"INST_BLK_510";0;510;;"Тип установленного блока [11]";1;0;2;16;0;65535
"INST_BLK_511";0;511;;"Тип установленного блока [12]";1;0;2;16;0;65535
"INST_BLK_512";0;512;;"Тип установленного блока [13]";1;0;2;16;0;65535
"INST_BLK_513";0;513;;"Тип установленного блока [14]";1;0;2;16;0;65535
"INST_BLK_514";0;514;;"Тип установленного блока [15]";1;0;2;16;0;65535
"INST_BLK_515";0;515;;"Тип установленного блока [16]";1;0;2;16;0;65535
"INST_BLK_516";0;516;;"Тип установленного блока [17]";1;0;2;16;0;65535
"INST_BLK_517";0;517;;"Тип установленного блока [18]";1;0;2;16;0;65535
"INST_BLK_518";0;518;;"Тип установленного блока [19]";1;0;2;16;0;65535
"INST_BLK_519";0;519;;"Тип установленного блока [20]";1;0;2;16;0;65535
"INST_BLK_520";0;520;;"Тип установленного блока [21]";1;0;2;16;0;65535
"INST_BLK_521";0;521;;"Тип установленного блока [22]";1;0;2;16;0;65535
"INST_BLK_522";0;522;;"Тип установленного блока [23]";1;0;2;16;0;65535
"INST_BLK_523";0;523;;"Тип установленного блока [24]";1;0;2;16;0;65535
"INST_BLK_524";0;524;;"Тип установленного блока [25]";1;0;2;16;0;65535
"INST_BLK_525";0;525;;"Тип установленного блока [26]";1;0;2;16;0;65535
"INST_BLK_526";0;526;;"Тип установленного блока [27]";1;0;2;16;0;65535
"INST_BLK_527";0;527;;"Тип установленного блока [28]";1;0;2;16;0;65535
"INST_BLK_528";0;528;;"Тип установленного блока [29]";1;0;2;16;0;65535
"INST_BLK_529";0;529;;"Тип установленного блока [30]";1;0;2;16;0;65535
"INST_BLK_530";0;530;;"Тип установленного блока [31]";1;0;2;16;0;65535
"INST_BLK_531";0;531;;"Тип установленного блока [32]";1;0;2;16;0;65535
"INST_BLK_532";0;532;;"Тип установленного блока [33]";1;0;2;16;0;65535
"INST_BLK_533";0;533;;"Тип установленного блока [34]";1;0;2;16;0;65535
"INST_BLK_534";0;534;;"Тип установленного блока [35]";1;0;2;16;0;65535
"INST_BLK_535";0;535;;"Тип установленного блока [36]";1;0;2;16;0;65535
"INST_BLK_536";0;536;;"Тип установленного блока [37]";1;0;2;16;0;65535
"INST_BLK_537";0;537;;"Тип установленного блока [38]";1;0;2;16;0;65535
"INST_BLK_538";0;538;;"Тип установленного блока [39]";1;0;2;16;0;65535
"INST_BLK_539";0;539;;"Тип установленного блока [40]";1;0;2;16;0;65535
"INST_BLK_540";0;540;;"Тип установленного блока [41]";1;0;2;16;0;65535
"INST_BLK_541";0;541;;"Тип установленного блока [42]";1;0;2;16;0;65535
"INST_BLK_542";0;542;;"Тип установленного блока [43]";1;0;2;16;0;65535
"INST_BLK_543";0;543;;"Тип установленного блока [44]";1;0;2;16;0;65535
"INST_BLK_544";0;544;;"Тип установленного блока [45]";1;0;2;16;0;65535
"INST_BLK_545";0;545;;"Тип установленного блока [46]";1;0;2;16;0;65535
"INST_BLK_546";0;546;;"Тип установленного блока [47]";1;0;2;16;0;65535
"INST_BLK_547";0;547;;"Тип установленного блока [48]";1;0;2;16;0;65535
"INST_BLK_548";0;548;;"Тип установленного блока [49]";1;0;2;16;0;65535
"INST_BLK_549";0;549;;"Тип установленного блока [50]";1;0;2;16;0;65535
"INST_BLK_550";0;550;;"Тип установленного блока [51]";1;0;2;16;0;65535
"INST_BLK_551";0;551;;"Тип установленного блока [52]";1;0;2;16;0;65535
"INST_BLK_552";0;552;;"Тип установленного блока [53]";1;0;2;16;0;65535
"INST_BLK_553";0;553;;"Тип установленного блока [54]";1;0;2;16;0;65535
"INST_BLK_554";0;554;;"Тип установленного блока [55]";1;0;2;16;0;65535
"INST_BLK_555";0;555;;"Тип установленного блока [56]";1;0;2;16;0;65535
"INST_BLK_556";0;556;;"Тип установленного блока [57]";1;0;2;16;0;65535
"INST_BLK_557";0;557;;"Тип установленного блока [58]";1;0;2;16;0;65535
"INST_BLK_558";0;558;;"Тип установленного блока [59]";1;0;2;16;0;65535
"INST_BLK_559";0;559;;"Тип установленного блока [60]";1;0;2;16;0;65535
"INST_BLK_560";0;560;;"Тип установленного блока [61]";1;0;2;16;0;65535
"INST_BLK_561";0;561;;"Тип установленного блока [62]";1;0;2;16;0;65535
"INST_BLK_562";0;562;;"Тип установленного блока [63]";1;0;2;16;0;65535
"INST_BLK_563";0;563;;"Тип установленного блока [64]";1;0;2;16;0;65535
"INST_BLK_564";0;564;;"Тип установленного блока [65]";1;0;2;16;0;65535
"INST_BLK_565";0;565;;"Тип установленного блока [66]";1;0;2;16;0;65535
"INST_BLK_566";0;566;;"Тип установленного блока [67]";1;0;2;16;0;65535
"INST_BLK_567";0;567;;"Тип установленного блока [68]";1;0;2;16;0;65535
"INST_BLK_568";0;568;;"Тип установленного блока [69]";1;0;2;16;0;65535
"INST_BLK_569";0;569;;"Тип установленного блока [70]";1;0;2;16;0;65535
